id_matricula,fecha,observaciones
1943OAO,2009-01-24,windshield in poor condition
7375OAI,2010-11-07,No se especificaron observaciones
9117UEE,2007-01-31,No se especificaron observaciones
4741IOU,2009-01-26,defective bulb
0946UOU,2010-08-29,cirulillo  of distribuitor failure
6734OUU,2007-06-30,damaged license plate
4366UII,2006-09-25,"cirulillo  of distribuitor failure, accessories not allowed"
1556IAI,2008-01-30,worn tires
9707OOI,2010-06-23,No se especificaron observaciones
5938AOI,2011-04-09,"minor faults, damaged chassis"
7103OIU,2010-06-22,damaged chassis
5999AAI,2011-12-06,No se especificaron observaciones
6493OEA,2011-08-30,"damaged license plate, broken headlight"
6882IUI,2007-03-25,windshield in poor condition
9787IEE,2007-08-20,damaged chassis
6817EUA,2006-09-18,"windshield in poor condition, damaged license plate, insufficient braking"
0703OEU,2011-09-24,exhaust pipe
6829IOA,2006-04-30,"broken headlight, broken hand brake"
1295IIA,2011-10-31,"damaged chassis, damaged license plate"
2543OUU,2010-10-16,"cirulillo  of distribuitor failure, insufficient braking"
7283OOE,2010-09-20,No se especificaron observaciones
5502UIE,2007-05-31,No se especificaron observaciones
9336IIU,2008-11-25,"improperly regulated lights, excess smoke"
3202OUU,2007-12-31,"spoiled engine, minor faults, broken hand brake"
2261EOI,2011-05-30,damaged chassis
2261EOI,2011-05-30,damaged chassis
5023EII,2010-11-22,insufficient braking
9733UAO,2011-10-29,"improperly regulated lights, windshield in poor condition"
5831EEE,2009-12-30,"minor faults, defective bulb, cirulillo  of distribuitor failure"
0703OEU,2006-09-26,"windshield in poor condition, exhaust pipe"
7121UAU,2009-08-31,"improperly regulated lights, insufficient braking, accessories not allowed"
6560AII,2010-03-22,"defective bulb, cirulillo  of distribuitor failure"
6797EIU,2010-06-17,No se especificaron observaciones
5154AEO,2010-05-21,No se especificaron observaciones
2698UEA,2009-01-27,accessories not allowed
5154AEO,2010-05-21,No se especificaron observaciones
5154AEO,2010-05-21,No se especificaron observaciones
4309OEE,2008-05-22,"defective bulb, broken headlight"
1244UEO,2009-06-15,"improperly regulated lights, cirulillo  of distribuitor failure"
5700IIE,2010-08-09,No se especificaron observaciones
3219AEO,2010-09-21,"spoiled engine, cirulillo  of distribuitor failure"
0431UIE,2007-08-31,"windshield in poor condition, damaged chassis"
9105UIU,2006-11-28,"windshield in poor condition, damaged license plate, insufficient braking"
7607OAA,2008-07-29,"minor faults, cirulillo  of distribuitor failure"
9218OIA,2011-10-30,No se especificaron observaciones
8960AEO,2011-06-10,No se especificaron observaciones
4785UUA,2011-08-21,No se especificaron observaciones
2339OOI,2010-08-22,No se especificaron observaciones
9834EUO,2007-12-22,"excess smoke, windshield in poor condition"
7283OOE,2010-09-20,No se especificaron observaciones
4309OEE,2008-05-27,damaged license plate
2893EII,2006-12-24,spoiled engine
4481IEE,2011-03-28,No se especificaron observaciones
4734UAO,2011-02-25,No se especificaron observaciones
9237OAU,2007-04-29,"damaged license plate, accessories not allowed"
8448OEU,2011-09-29,"worn tires, damaged chassis"
5716IEO,2006-12-28,"worn tires, minor faults"
3722EAE,2009-07-12,"exhaust pipe, accessories not allowed"
6525AEI,2008-11-19,damaged license plate
6525AEI,2008-11-17,"damaged chassis, damaged license plate"
5526UOU,2009-05-24,"minor faults, cirulillo  of distribuitor failure"
7405UIU,2010-02-08,"damaged chassis, insufficient braking, broken hand brake"
3667IIE,2007-04-28,No se especificaron observaciones
4640EUA,2008-06-28,"damaged license plate, broken hand brake"
2543OUU,2011-10-03,"excess smoke, improperly regulated lights"
6525AEI,2008-10-26,exhaust pipe
5844EIA,2011-11-21,"spoiled engine, improperly regulated lights"
3732IUO,2010-07-19,damaged license plate
2950AAO,2009-09-30,"broken headlight, insufficient braking"
5350OAE,2007-09-28,exhaust pipe
0861EUI,2010-07-21,No se especificaron observaciones
6525AEI,2008-11-14,"excess smoke, accessories not allowed"
7607OAA,2011-07-24,"windshield in poor condition, minor faults, broken headlight"
3667IIE,2007-04-28,defective bulb
9038OUI,2011-09-29,No se especificaron observaciones
1072IOA,2010-07-27,No se especificaron observaciones
5338IEI,2011-01-31,No se especificaron observaciones
7121UAU,2010-09-01,No se especificaron observaciones
6205AIA,2010-06-26,broken hand brake
5863AII,2010-07-01,No se especificaron observaciones
5525OUO,2009-07-05,"broken headlight, exhaust pipe, accessories not allowed"
5525OUO,2009-06-25,"spoiled engine, improperly regulated lights, defective bulb"
1556IAI,2012-01-28,insufficient braking
8173OAU,2010-08-27,"worn tires, damaged license plate"
6797EIU,2010-06-17,No se especificaron observaciones
2583UIO,2006-09-26,damaged license plate
3219AEO,2011-09-07,defective bulb
7103OIU,2010-07-17,"minor faults, defective bulb"
4640EUA,2008-06-17,"minor faults, accessories not allowed"
5303EIO,2010-11-29,broken hand brake
2698UEA,2012-01-15,broken hand brake
5863AII,2010-07-01,No se especificaron observaciones
2970EUI,2011-08-28,"minor faults, defective bulb"
2970EUI,2007-08-31,cirulillo  of distribuitor failure
9105UIU,2006-11-24,"defective bulb, insufficient braking, broken hand brake"
4640EUA,2008-06-22,"minor faults, damaged chassis"
8784IUI,2007-10-16,broken hand brake
2512UAA,2006-09-29,No se especificaron observaciones
6320UOU,2010-05-21,exhaust pipe
4280EUI,2012-01-12,No se especificaron observaciones
1497IUA,2008-01-31,No se especificaron observaciones
7608OAU,2011-01-14,No se especificaron observaciones
2539EOE,2008-12-30,excess smoke
9105UIU,2006-11-17,"improperly regulated lights, excess smoke, broken headlight"
9105UIU,2006-11-26,"windshield in poor condition, damaged license plate"
4741IOU,2009-01-28,spoiled engine
6061IUO,2006-11-16,"broken hand brake, accessories not allowed"
6797EIU,2010-06-17,No se especificaron observaciones
4481IEE,2011-03-28,No se especificaron observaciones
9834EUO,2007-12-30,"minor faults, insufficient braking"
2347OUI,2011-01-13,worn tires
5844EIA,2011-11-21,No se especificaron observaciones
6734OUU,2007-06-30,broken headlight
9105UIU,2006-11-23,minor faults
3283IAA,2009-12-22,damaged chassis
7034IUI,2010-05-16,insufficient braking
6882IUI,2011-03-24,"exhaust pipe, cirulillo  of distribuitor failure"
6882IUI,2007-03-28,No se especificaron observaciones
8668OEE,2008-11-20,"damaged license plate, broken headlight"
7196EOI,2011-03-04,No se especificaron observaciones
7250EOE,2009-10-22,"windshield in poor condition, broken hand brake"
4760AEE,2011-07-27,"improperly regulated lights, broken hand brake"
4309OEE,2008-05-26,No se especificaron observaciones
1675EOA,2010-12-30,"spoiled engine, defective bulb"
7375OAI,2010-11-07,No se especificaron observaciones
6095EAE,2009-05-28,"worn tires, windshield in poor condition, broken hand brake"
6095EAE,2010-05-24,"improperly regulated lights, exhaust pipe"
3784IAO,2010-12-29,"damaged license plate, damaged chassis"
2583UIO,2006-09-26,"worn tires, spoiled engine, damaged license plate"
5700IIE,2010-08-16,"broken hand brake, accessories not allowed"
6320UOU,2008-05-30,"damaged chassis, exhaust pipe"
0122IIA,2006-12-30,excess smoke
0438IAO,2011-03-12,No se especificaron observaciones
6118UAA,2011-07-19,windshield in poor condition
7789UAO,2008-08-25,damaged license plate
6818EAU,2010-04-21,"minor faults, accessories not allowed"
8960AEO,2011-06-10,No se especificaron observaciones
9534OIE,2008-08-26,"exhaust pipe, accessories not allowed"
7607OAA,2008-07-31,"spoiled engine, excess smoke, damaged chassis, broken hand brake"
6525AEI,2008-10-26,damaged license plate
3784IAO,2010-12-29,"worn tires, windshield in poor condition"
3929OOO,2011-03-02,No se especificaron observaciones
4760AEE,2011-07-27,"cirulillo  of distribuitor failure, insufficient braking"
4334OUU,2007-06-28,cirulillo  of distribuitor failure
7919AEO,2011-10-22,No se especificaron observaciones
5387EAA,2010-07-09,"damaged chassis, accessories not allowed"
8828OIA,2010-09-16,broken headlight
4584IEO,2011-07-12,No se especificaron observaciones
1556IAI,2012-01-28,"cirulillo  of distribuitor failure, broken hand brake"
1329EUA,2007-02-12,"improperly regulated lights, damaged license plate"
3204OUA,2010-08-29,"accessories not allowed, broken hand brake"
8140AOE,2010-04-30,No se especificaron observaciones
5338IEI,2011-01-31,No se especificaron observaciones
2339OOI,2007-08-30,"worn tires, minor faults"
4366UII,2006-09-29,broken hand brake
1117IAU,2007-12-28,worn tires
3043OOI,2006-02-26,accessories not allowed
7919AEO,2011-10-22,No se especificaron observaciones
4640EUA,2008-06-18,worn tires
8177AAO,2008-06-26,"defective bulb, exhaust pipe"
3523OOE,2011-08-30,"excess smoke, broken headlight, broken hand brake, insufficient braking"
4639AEE,2010-12-06,No se especificaron observaciones
7835UUA,2011-02-27,spoiled engine
1103EEA,2009-09-26,"minor faults, damaged license plate, accessories not allowed"
1117IAU,2008-01-21,"excess smoke, exhaust pipe, broken hand brake"
5844EIA,2010-11-28,No se especificaron observaciones
2893EII,2006-12-26,No se especificaron observaciones
3283IAA,2009-12-24,"minor faults, defective bulb, cirulillo  of distribuitor failure"
3812EIU,2010-09-28,No se especificaron observaciones
0344UEE,2012-01-17,No se especificaron observaciones
1244UEO,2009-06-19,excess smoke
1695OEI,2009-04-27,"improperly regulated lights, excess smoke, insufficient braking"
6292EIA,2010-12-26,No se especificaron observaciones
4741IOU,2009-01-21,improperly regulated lights
7919AEO,2011-10-22,No se especificaron observaciones
9787IEE,2010-08-17,No se especificaron observaciones
1675EOA,2007-12-31,exhaust pipe
5844EIA,2011-11-21,No se especificaron observaciones
5999AAI,2011-12-06,No se especificaron observaciones
7835UUA,2011-02-27,excess smoke
0718UUE,2011-03-18,No se especificaron observaciones
7121UAU,2009-08-25,"minor faults, damaged license plate"
7375OAI,2010-11-07,No se especificaron observaciones
6464AIA,2008-11-23,"improperly regulated lights, excess smoke, cirulillo  of distribuitor failure"
1306OEE,2007-01-31,"minor faults, defective bulb"
8686IUU,2006-11-28,"windshield in poor condition, damaged license plate"
6055EOO,2009-11-14,No se especificaron observaciones
7608OAU,2011-01-14,No se especificaron observaciones
8775UUI,2011-08-16,No se especificaron observaciones
4978AUI,2011-02-11,No se especificaron observaciones
0609OUU,2011-10-29,excess smoke
6206EOU,2010-06-19,damaged chassis
1650OEI,2009-12-15,"defective bulb, exhaust pipe, cirulillo  of distribuitor failure"
3949IOE,2010-09-14,"excess smoke, broken headlight, cirulillo  of distribuitor failure"
2877AIA,2008-02-19,No se especificaron observaciones
8489EAU,2011-12-15,minor faults
6668OOO,2010-05-02,No se especificaron observaciones
5740AUA,2010-09-14,No se especificaron observaciones
4519AIU,2006-04-30,damaged chassis
9959UOU,2010-07-25,worn tires
6055EOO,2009-11-11,No se especificaron observaciones
6891AIU,2010-06-05,No se especificaron observaciones
7607OAA,2011-07-24,exhaust pipe
5867AUU,2011-01-23,insufficient braking
1103EEA,2009-09-21,No se especificaron observaciones
1131AOO,2008-07-26,spoiled engine
5853OII,2010-07-31,"spoiled engine, excess smoke, broken hand brake"
1103EEA,2009-09-23,"defective bulb, broken headlight"
4519AIU,2006-04-25,"improperly regulated lights, damaged chassis"
0062OEA,2010-07-11,damaged license plate
8489EAU,2010-12-30,"damaged chassis, broken headlight"
1131AOO,2008-07-28,No se especificaron observaciones
2512UAA,2006-09-30,"spoiled engine, broken headlight"
9507AAI,2010-05-28,No se especificaron observaciones
5408EII,2010-10-30,accessories not allowed
5154AEO,2010-05-21,No se especificaron observaciones
1369IUA,2010-10-22,No se especificaron observaciones
8533AOE,2009-11-20,excess smoke
9038OUI,2011-09-29,No se especificaron observaciones
4760AEE,2008-07-30,"broken headlight, accessories not allowed"
9959UOU,2009-07-26,"minor faults, insufficient braking"
6525AEI,2008-11-21,"worn tires, improperly regulated lights"
1650OEI,2010-12-14,insufficient braking
4734UAO,2011-02-25,No se especificaron observaciones
7696UOA,2010-08-01,No se especificaron observaciones
9787IEE,2007-08-30,broken headlight
7163UUU,2010-09-24,accessories not allowed
5154AEO,2010-05-21,No se especificaron observaciones
5944EOE,2008-11-26,"spoiled engine, accessories not allowed"
1810AUI,2010-07-24,No se especificaron observaciones
0062OEA,2011-07-09,"windshield in poor condition, cirulillo  of distribuitor failure"
9861AUO,2010-12-03,No se especificaron observaciones
1295IIA,2011-10-31,"accessories not allowed, insufficient braking"
6095EAE,2009-05-31,windshield in poor condition
9855AIE,2011-08-26,exhaust pipe
6464AIA,2010-11-16,spoiled engine
2893EII,2006-12-24,broken hand brake
6523AIO,2010-04-16,"spoiled engine, excess smoke, insufficient braking"
7372OEI,2007-12-18,No se especificaron observaciones
5853OII,2010-08-15,"excess smoke, windshield in poor condition"
4304AOI,2010-06-07,"improperly regulated lights, broken headlight"
0772EOE,2011-07-13,No se especificaron observaciones
2955AUA,2010-07-28,No se especificaron observaciones
8686IUU,2006-10-31,No se especificaron observaciones
4334OUU,2007-06-28,broken headlight
6320UOU,2008-05-23,"improperly regulated lights, minor faults, defective bulb"
3784IAO,2010-12-29,No se especificaron observaciones
9855AIE,2011-08-26,broken headlight
6061IUO,2006-10-31,worn tires
1858UEA,2011-02-23,accessories not allowed
4584IEO,2011-07-12,No se especificaron observaciones
9519OEE,2008-10-25,"minor faults, broken headlight"
1675EOA,2007-12-31,"improperly regulated lights, defective bulb"
6864AIU,2011-07-18,"worn tires, accessories not allowed"
1810AUI,2010-07-24,No se especificaron observaciones
1117IAU,2007-12-31,No se especificaron observaciones
5279OUE,2007-04-21,"improperly regulated lights, windshield in poor condition, minor faults"
5740AUA,2010-09-14,No se especificaron observaciones
7493AUE,2012-01-28,excess smoke
1810AUI,2010-07-24,No se especificaron observaciones
4741IOU,2011-01-16,No se especificaron observaciones
0473AEO,2011-01-26,accessories not allowed
3732IUO,2010-07-19,insufficient braking
7696UOA,2010-08-01,No se especificaron observaciones
8953EIU,2010-09-17,No se especificaron observaciones
6292EIA,2010-12-26,No se especificaron observaciones
3195EOU,2006-03-24,cirulillo  of distribuitor failure
3949IOE,2010-08-26,"damaged chassis, damaged license plate"
6317EUO,2011-07-03,No se especificaron observaciones
0935IOA,2011-05-19,excess smoke
9834EUO,2007-12-30,"minor faults, damaged license plate, insufficient braking"
7494UEU,2011-02-28,No se especificaron observaciones
9855AIE,2009-08-29,"improperly regulated lights, accessories not allowed"
9495AIA,2010-09-02,No se especificaron observaciones
8686IUU,2006-11-25,broken headlight
6111IAI,2011-12-26,improperly regulated lights
3295IOE,2010-11-02,No se especificaron observaciones
1072IOA,2010-07-27,No se especificaron observaciones
3812EIU,2010-09-28,"damaged chassis, exhaust pipe, accessories not allowed"
4776EUI,2010-11-25,windshield in poor condition
9519OEE,2008-10-27,"worn tires, minor faults"
6279OUE,2010-01-10,damaged license plate
4519AIU,2006-04-21,"spoiled engine, exhaust pipe"
9454IIE,2006-12-23,excess smoke
4481IEE,2011-03-28,No se especificaron observaciones
6560AII,2010-03-25,"windshield in poor condition, damaged chassis"
9599EAA,2011-12-31,"damaged license plate, defective bulb, exhaust pipe"
3949IOE,2010-09-07,"worn tires, damaged license plate"
3797UOE,2011-03-27,"worn tires, excess smoke"
4639AEE,2010-12-06,No se especificaron observaciones
6118UAA,2011-07-19,"damaged chassis, defective bulb"
5716IEO,2006-12-23,"windshield in poor condition, broken headlight"
6279OUE,2009-12-31,"improperly regulated lights, minor faults, exhaust pipe"
1369IUA,2010-10-21,No se especificaron observaciones
8960AEO,2011-06-10,No se especificaron observaciones
2970EUI,2011-08-28,insufficient braking
